,Fecha,Precipitacion,Evaporacion,Tmax,Tmin,Año,Mes
4556,1990-02-14,0.0,,25.0,12.0,1990,2
4557,1990-02-15,0.0,,16.0,6.0,1990,2
4558,1990-02-16,0.0,,15.0,-3.0,1990,2
4559,1990-02-17,0.0,,15.0,-1.0,1990,2
4560,1990-02-18,0.0,,17.0,-1.0,1990,2
4561,1990-02-19,0.0,,18.0,3.0,1990,2
4562,1990-02-20,0.0,,19.0,4.0,1990,2
4563,1990-02-21,0.0,,20.0,8.0,1990,2
4564,1990-02-22,0.0,,23.0,6.0,1990,2
4565,1990-02-23,0.0,,23.0,4.0,1990,2
4566,1990-02-24,0.0,,21.0,5.0,1990,2
4567,1990-02-25,0.0,,22.0,7.0,1990,2
4568,1990-02-26,0.0,,22.0,6.0,1990,2
4569,1990-02-27,0.0,,21.0,6.0,1990,2
4570,1990-02-28,0.0,,23.0,10.0,1990,2
4571,1990-03-01,0.0,,22.0,6.0,1990,3
4572,1990-03-02,0.0,,21.0,7.0,1990,3
4573,1990-03-03,0.0,,23.0,8.0,1990,3
4574,1990-03-04,0.0,,21.0,9.0,1990,3
4575,1990-03-05,0.0,,20.0,9.0,1990,3
4576,1990-03-06,0.0,,21.0,9.0,1990,3
4577,1990-03-07,0.0,,23.0,7.0,1990,3
4578,1990-03-08,0.0,,21.0,5.0,1990,3
4579,1990-03-09,0.0,,20.0,7.0,1990,3
4580,1990-03-10,0.0,,17.0,10.0,1990,3
4581,1990-03-11,0.0,,18.0,3.0,1990,3
4582,1990-03-12,0.0,,18.0,4.0,1990,3
4583,1990-03-13,0.0,,18.0,5.0,1990,3
4584,1990-03-14,0.0,,20.0,4.0,1990,3
4585,1990-03-15,0.0,,21.0,6.0,1990,3
4586,1990-03-16,0.0,,25.0,10.0,1990,3
4587,1990-03-17,0.0,,25.0,8.0,1990,3
4588,1990-03-18,0.0,,25.0,6.0,1990,3
4589,1990-03-19,0.0,,25.0,7.0,1990,3
4590,1990-03-20,0.0,,28.0,10.0,1990,3
4591,1990-03-21,0.0,,28.0,9.0,1990,3
4592,1990-03-22,0.0,,29.0,9.0,1990,3
4593,1990-03-23,0.0,,24.0,10.0,1990,3
4594,1990-03-24,0.0,,23.0,9.0,1990,3
4595,1990-03-25,0.0,,23.0,9.0,1990,3
4596,1990-03-26,0.0,,21.0,11.0,1990,3
4597,1990-03-27,0.0,,21.0,10.0,1990,3
4598,1990-03-28,0.0,,21.0,15.0,1990,3
4599,1990-03-29,0.0,,24.0,6.0,1990,3
4600,1990-03-30,0.0,,20.0,6.0,1990,3
4601,1990-03-31,0.0,,20.0,6.0,1990,3
4602,1990-04-01,0.0,,21.0,6.0,1990,4
4603,1990-04-02,0.0,,20.0,7.0,1990,4
4604,1990-04-03,0.0,,24.0,6.0,1990,4
4605,1990-04-04,0.0,,24.0,9.0,1990,4
4606,1990-04-05,0.0,,21.0,12.0,1990,4
4607,1990-04-06,0.0,,22.0,8.0,1990,4
4608,1990-04-07,0.0,,21.0,8.0,1990,4
4609,1990-04-08,0.0,,23.0,8.0,1990,4
4610,1990-04-09,0.0,,26.0,9.0,1990,4
4611,1990-04-10,0.0,,29.0,9.0,1990,4
4612,1990-04-11,0.0,,30.0,13.0,1990,4
4613,1990-04-12,0.0,,25.0,9.0,1990,4
4614,1990-04-13,0.0,,26.0,11.0,1990,4
4615,1990-04-14,0.0,,26.0,11.0,1990,4
4616,1990-04-15,0.0,,28.0,11.0,1990,4
4617,1990-04-16,0.0,,28.0,11.0,1990,4
4618,1990-04-17,0.0,,22.0,11.0,1990,4
4619,1990-04-18,0.0,,22.0,12.0,1990,4
4620,1990-04-19,0.0,,23.0,11.0,1990,4
4621,1990-04-20,0.0,,25.0,10.0,1990,4
4622,1990-04-21,0.0,,24.0,9.0,1990,4
4623,1990-04-22,0.0,,23.0,11.0,1990,4
4624,1990-04-23,0.0,,24.0,11.0,1990,4
4625,1990-04-24,0.0,,23.0,12.0,1990,4
4626,1990-04-25,0.0,,26.0,11.0,1990,4
4627,1990-04-26,0.0,,25.0,11.0,1990,4
4628,1990-04-27,0.0,,25.0,10.0,1990,4
4629,1990-04-28,0.0,,27.0,11.0,1990,4
4630,1990-04-29,0.0,,27.0,11.0,1990,4
4631,1990-04-30,0.0,,23.0,12.0,1990,4
4632,1990-05-01,0.0,,24.0,11.0,1990,5
4633,1990-05-02,0.0,,25.0,8.0,1990,5
4634,1990-05-03,0.0,,26.0,9.0,1990,5
4635,1990-05-04,0.0,,28.0,8.0,1990,5
4636,1990-05-05,0.0,,30.0,8.0,1990,5
4637,1990-05-06,0.0,,31.0,18.0,1990,5
4638,1990-05-07,0.0,,28.0,15.0,1990,5
4639,1990-05-08,0.0,,26.0,15.0,1990,5
4640,1990-05-09,0.0,,26.0,14.0,1990,5
4641,1990-05-10,0.0,,28.0,14.0,1990,5
4642,1990-05-11,0.0,,24.0,12.0,1990,5
4643,1990-05-12,0.0,,24.0,10.0,1990,5
4644,1990-05-13,0.0,,26.0,12.0,1990,5
4645,1990-05-14,0.0,,26.0,15.0,1990,5
4646,1990-05-15,0.0,,26.0,15.0,1990,5
4647,1990-05-16,0.0,,27.0,11.0,1990,5
4648,1990-05-17,0.0,,27.0,12.0,1990,5
4649,1990-05-18,0.0,,28.0,13.0,1990,5
4650,1990-05-19,0.0,,28.0,12.0,1990,5
4651,1990-05-20,0.0,,28.0,12.0,1990,5
4652,1990-05-21,0.0,,33.0,12.0,1990,5
4653,1990-05-22,0.0,,34.0,16.0,1990,5
4654,1990-05-23,0.0,,36.0,16.0,1990,5
4655,1990-05-24,0.0,,28.0,20.0,1990,5
4656,1990-05-25,0.0,,27.0,15.0,1990,5
4657,1990-05-26,0.0,,26.0,16.0,1990,5
4658,1990-05-27,0.0,,31.0,11.0,1990,5
4659,1990-05-28,0.0,,27.0,11.0,1990,5
4660,1990-05-29,0.0,,28.0,11.0,1990,5
4661,1990-05-30,0.0,,29.0,10.0,1990,5
4662,1990-05-31,0.0,,28.0,11.0,1990,5
4663,1990-06-01,0.0,,27.0,12.0,1990,6
4664,1990-06-02,0.0,,31.0,12.0,1990,6
4665,1990-06-03,0.0,,32.0,10.0,1990,6
4666,1990-06-04,0.0,,34.0,11.0,1990,6
4667,1990-06-05,0.0,,30.0,12.0,1990,6
4668,1990-06-06,0.0,,29.0,19.0,1990,6
4669,1990-06-07,0.0,,30.0,21.0,1990,6
4670,1990-06-08,0.0,,30.0,20.0,1990,6
4671,1990-06-09,0.0,,30.0,21.0,1990,6
4672,1990-06-10,0.0,,30.0,20.0,1990,6
4673,1990-06-11,0.0,,31.0,18.0,1990,6
4674,1990-06-12,0.0,,32.0,18.0,1990,6
4675,1990-06-13,0.0,,34.0,21.0,1990,6
4676,1990-06-14,0.0,,32.0,16.0,1990,6
4677,1990-06-15,0.0,,31.0,19.0,1990,6
4678,1990-06-16,0.0,,32.0,18.0,1990,6
4679,1990-06-17,0.0,,30.0,15.0,1990,6
4680,1990-06-18,0.0,,31.0,19.0,1990,6
4681,1990-06-19,0.0,,38.0,19.0,1990,6
4682,1990-06-20,0.0,,34.0,22.0,1990,6
4683,1990-06-21,0.0,,32.0,20.0,1990,6
4684,1990-06-22,0.0,,34.0,22.0,1990,6
4685,1990-06-23,0.0,,34.0,25.0,1990,6
4686,1990-06-24,0.0,,34.0,24.0,1990,6
4687,1990-06-25,0.0,,32.0,20.0,1990,6
4688,1990-06-26,0.0,,35.0,19.0,1990,6
4689,1990-06-27,0.0,,34.0,22.0,1990,6
4690,1990-06-28,3.0,,33.0,18.0,1990,6
4691,1990-06-29,0.0,,31.0,21.0,1990,6
4692,1990-06-30,0.0,,32.0,25.0,1990,6
4693,1990-07-01,4.0,,34.0,24.0,1990,7
4694,1990-07-02,0.0,,32.0,22.0,1990,7
4695,1990-07-03,0.0,,31.0,21.0,1990,7
4696,1990-07-04,0.0,,33.0,23.0,1990,7
4697,1990-07-05,0.0,,34.0,22.0,1990,7
4698,1990-07-06,0.0,,32.0,23.0,1990,7
4699,1990-07-07,0.0,,32.0,25.0,1990,7
4700,1990-07-08,0.0,,32.0,26.0,1990,7
4701,1990-07-09,0.0,,31.0,25.0,1990,7
4702,1990-07-10,0.0,,34.0,22.0,1990,7
4703,1990-07-11,0.0,,34.0,25.0,1990,7
4704,1990-07-12,2.0,,34.0,23.0,1990,7
4705,1990-07-13,0.0,,31.0,24.0,1990,7
4706,1990-07-14,0.0,,32.0,26.0,1990,7
4707,1990-07-15,0.0,,33.0,25.0,1990,7
4708,1990-07-16,0.0,,32.0,25.0,1990,7
4709,1990-07-17,0.0,,34.0,25.0,1990,7
4710,1990-07-18,0.0,,32.0,26.0,1990,7
4711,1990-07-19,0.0,,32.0,23.0,1990,7
4712,1990-07-20,4.0,,34.0,23.0,1990,7
4713,1990-07-21,0.0,,34.0,24.0,1990,7
4714,1990-07-22,0.0,,33.0,25.0,1990,7
4715,1990-07-23,0.0,,32.0,24.0,1990,7
4716,1990-07-24,0.0,,31.0,26.0,1990,7
4717,1990-07-25,0.0,,32.0,24.0,1990,7
4718,1990-07-26,0.0,,34.0,24.0,1990,7
4719,1990-07-27,0.0,,33.0,23.0,1990,7
4720,1990-07-28,0.0,,34.0,22.0,1990,7
4721,1990-07-29,3.0,,33.0,22.0,1990,7
4722,1990-07-30,4.0,,32.0,21.0,1990,7
4723,1990-07-31,4.0,,32.0,19.0,1990,7
4724,1990-08-01,10.0,,31.0,18.0,1990,8
4725,1990-08-02,0.0,,30.0,21.0,1990,8
4726,1990-08-03,0.0,,32.0,22.0,1990,8
4727,1990-08-04,0.0,,33.0,24.0,1990,8
4728,1990-08-05,14.0,,33.0,24.0,1990,8
4729,1990-08-06,0.0,,34.0,20.0,1990,8
4730,1990-08-07,0.0,,34.0,19.0,1990,8
4731,1990-08-08,0.0,,35.0,20.0,1990,8
4732,1990-08-09,0.0,,35.0,20.0,1990,8
4733,1990-08-10,1.0,,32.0,25.0,1990,8
4734,1990-08-11,20.0,,32.0,22.0,1990,8
4735,1990-08-12,0.0,,30.0,22.0,1990,8
4736,1990-08-13,0.0,,30.0,22.0,1990,8
4737,1990-08-14,0.0,,30.0,21.0,1990,8
4738,1990-08-15,0.0,,33.0,21.0,1990,8
4739,1990-08-16,0.0,,34.0,20.0,1990,8
4740,1990-08-17,0.0,,35.0,22.0,1990,8
4741,1990-08-18,0.0,,34.0,24.0,1990,8
4742,1990-08-19,0.0,,32.0,20.0,1990,8
4743,1990-08-20,0.0,,33.0,21.0,1990,8
4744,1990-08-21,0.0,,34.0,20.0,1990,8
4745,1990-08-22,0.0,,34.0,18.0,1990,8
4746,1990-08-23,0.0,,31.0,19.0,1990,8
4747,1990-08-24,0.0,,32.0,18.0,1990,8
4748,1990-08-25,0.0,,33.0,18.0,1990,8
4749,1990-08-26,0.0,,33.0,19.0,1990,8
4750,1990-08-27,0.0,,34.0,22.0,1990,8
4751,1990-08-28,0.0,,34.0,25.0,1990,8
4752,1990-08-29,0.0,,33.0,19.0,1990,8
4753,1990-08-30,0.0,,33.0,24.0,1990,8
4754,1990-08-31,0.0,,33.0,24.0,1990,8
4755,1990-09-01,0.0,,32.0,23.0,1990,9
4756,1990-09-02,0.0,,33.0,25.0,1990,9
4757,1990-09-03,1.0,,34.0,24.0,1990,9
4758,1990-09-04,0.0,,31.0,21.0,1990,9
4759,1990-09-05,0.0,,31.0,21.0,1990,9
4760,1990-09-06,0.0,,35.0,24.0,1990,9
4761,1990-09-07,0.0,,38.0,24.0,1990,9
4762,1990-09-08,0.0,,36.0,26.0,1990,9
4763,1990-09-09,0.0,,35.0,25.0,1990,9
4764,1990-09-10,0.0,,35.0,22.0,1990,9
4765,1990-09-11,0.0,,36.0,23.0,1990,9
4766,1990-09-12,0.0,,36.0,24.0,1990,9
4767,1990-09-13,44.0,,31.0,22.0,1990,9
4768,1990-09-14,20.0,,29.0,16.0,1990,9
4769,1990-09-15,0.0,,32.0,20.0,1990,9
4770,1990-09-16,0.0,,31.0,19.0,1990,9
4771,1990-09-17,0.0,,32.0,20.0,1990,9
4772,1990-09-18,0.0,,31.0,20.0,1990,9
4773,1990-09-19,0.0,,31.0,22.0,1990,9
4774,1990-09-20,0.0,,29.0,22.0,1990,9
4775,1990-09-21,0.0,,30.0,20.0,1990,9
4776,1990-09-22,0.0,,31.0,21.0,1990,9
4777,1990-09-23,0.0,,31.0,22.0,1990,9
4778,1990-09-24,0.0,,31.0,20.0,1990,9
4779,1990-09-25,0.0,,34.0,17.0,1990,9
4780,1990-09-26,0.0,,30.0,18.0,1990,9
4781,1990-09-27,0.0,,31.0,15.0,1990,9
4782,1990-09-28,0.0,,31.0,17.0,1990,9
4783,1990-09-29,0.0,,31.0,17.0,1990,9
4784,1990-09-30,14.0,,31.0,17.0,1990,9
4785,1991-01-01,0.0,,26.0,5.0,1991,1
4786,1991-01-02,0.0,,22.0,6.0,1991,1
4787,1991-01-03,2.0,,19.0,9.0,1991,1
4788,1991-01-04,0.0,,19.0,11.0,1991,1
4789,1991-01-05,0.0,,20.0,13.0,1991,1
4790,1991-01-06,0.0,,20.0,9.0,1991,1
4791,1991-01-07,0.0,,20.0,6.0,1991,1
4792,1991-01-08,0.0,,17.0,6.0,1991,1
4793,1991-01-09,0.0,,17.0,5.0,1991,1
4794,1991-01-10,0.0,,19.0,5.0,1991,1
4795,1991-01-11,0.0,,20.0,9.0,1991,1
4796,1991-01-12,0.0,,20.0,8.0,1991,1
4797,1991-01-13,0.0,,22.0,6.0,1991,1
4798,1991-01-14,0.0,,21.0,6.0,1991,1
4799,1991-01-15,0.0,,20.0,4.0,1991,1
4800,1991-01-16,0.0,,18.0,4.0,1991,1
4801,1991-01-17,0.0,,17.0,4.0,1991,1
4802,1991-01-18,0.0,,18.0,4.0,1991,1
4803,1991-01-19,0.0,,16.0,4.0,1991,1
4804,1991-01-20,0.0,,17.0,6.0,1991,1
4805,1991-01-21,0.0,,21.0,4.0,1991,1
4806,1991-01-22,0.0,,18.0,5.0,1991,1
4807,1991-01-23,0.0,,18.0,3.0,1991,1
4808,1991-01-24,0.0,,19.0,2.0,1991,1
4809,1991-01-25,0.0,,20.0,5.0,1991,1
4810,1991-01-26,0.0,,17.0,5.0,1991,1
4811,1991-01-27,0.0,,18.0,5.0,1991,1
4812,1991-01-28,0.0,,17.0,4.0,1991,1
4813,1991-01-29,0.0,,18.0,3.0,1991,1
4814,1991-01-30,0.0,,18.0,4.0,1991,1
4815,1991-01-31,0.0,,19.0,5.0,1991,1
4816,1991-02-01,0.0,,21.0,5.0,1991,2
4817,1991-02-02,0.0,,21.0,6.0,1991,2
4818,1991-02-03,0.0,,23.0,8.0,1991,2
4819,1991-02-04,0.0,,24.0,9.0,1991,2
4820,1991-02-05,0.0,,22.0,6.0,1991,2
4821,1991-02-06,0.0,,21.0,4.0,1991,2
4822,1991-02-07,0.0,,18.0,5.0,1991,2
4823,1991-02-08,0.0,,23.0,4.0,1991,2
4824,1991-02-09,0.0,,23.0,7.0,1991,2
4825,1991-02-10,1.0,,19.0,10.0,1991,2
4826,1991-02-11,23.0,,27.0,12.0,1991,2
4827,1991-02-12,2.0,,18.0,14.0,1991,2
4828,1991-02-13,0.0,,19.0,11.0,1991,2
4829,1991-02-14,0.0,,23.0,12.0,1991,2
4830,1991-02-15,0.0,,21.0,12.0,1991,2
4831,1991-02-16,0.0,,21.0,11.0,1991,2
4832,1991-02-17,0.0,,22.0,9.0,1991,2
4833,1991-02-18,0.0,,20.0,8.0,1991,2
4834,1991-02-19,0.0,,23.0,7.0,1991,2
4835,1991-02-20,0.0,,25.0,9.0,1991,2
4836,1991-02-21,0.0,,22.0,7.0,1991,2
4837,1991-02-22,0.0,,23.0,7.0,1991,2
4838,1991-02-23,0.0,,20.0,7.0,1991,2
4839,1991-02-24,0.0,,19.0,10.0,1991,2
4840,1991-02-25,0.0,,22.0,11.0,1991,2
4841,1991-02-26,0.0,,23.0,12.0,1991,2
4842,1991-02-27,20.0,,24.0,8.0,1991,2
4843,1991-02-28,5.0,,25.0,10.0,1991,2
4844,1991-03-01,0.0,,19.0,13.0,1991,3
4845,1991-03-02,0.0,,20.0,11.0,1991,3
4846,1991-03-03,0.0,,24.0,9.0,1991,3
4847,1991-03-04,0.0,,25.0,11.0,1991,3
4848,1991-03-05,0.0,,21.0,7.0,1991,3
4849,1991-03-06,0.0,,24.0,7.0,1991,3
4850,1991-03-07,0.0,,22.0,11.0,1991,3
4851,1991-03-08,0.0,,21.0,9.0,1991,3
4852,1991-03-09,0.0,,19.0,6.0,1991,3
4853,1991-03-10,0.0,,21.0,7.0,1991,3
4854,1991-03-11,0.0,,22.0,8.0,1991,3
4855,1991-03-12,0.0,,21.0,7.0,1991,3
4856,1991-03-13,0.0,,20.0,5.0,1991,3
4857,1991-03-14,0.0,,20.0,6.0,1991,3
4858,1991-03-15,0.0,,17.0,4.0,1991,3
4859,1991-03-16,0.0,,17.0,4.0,1991,3
4860,1991-03-17,0.0,,20.0,5.0,1991,3
4861,1991-03-18,0.0,,17.0,5.0,1991,3
4862,1991-03-19,0.0,,18.0,6.0,1991,3
4863,1991-03-20,0.0,,19.0,8.0,1991,3
4864,1991-03-21,0.0,,18.0,8.0,1991,3
4865,1991-03-22,0.0,,19.0,4.0,1991,3
4866,1991-03-23,0.0,,23.0,7.0,1991,3
4867,1991-03-24,0.0,,21.0,5.0,1991,3
4868,1991-03-25,0.0,,21.0,5.0,1991,3
4869,1991-03-26,0.0,,19.0,7.0,1991,3
4870,1991-03-27,0.0,,19.0,4.0,1991,3
4871,1991-03-28,0.0,,18.0,5.0,1991,3
4872,1991-03-29,0.0,,21.0,9.0,1991,3
4873,1991-03-30,0.0,,22.0,9.0,1991,3
4874,1991-03-31,0.0,,,5.0,1991,3
4875,1991-04-01,0.0,,21.0,9.0,1991,4
4876,1991-04-02,0.0,,24.0,7.0,1991,4
4877,1991-04-03,0.0,,25.0,10.0,1991,4
4878,1991-04-04,0.0,,29.0,11.0,1991,4
4879,1991-04-05,0.0,,28.0,12.0,1991,4
4880,1991-04-06,0.0,,22.0,11.0,1991,4
4881,1991-04-07,0.0,,20.0,9.0,1991,4
4882,1991-04-08,0.0,,21.0,10.0,1991,4
4883,1991-04-09,0.0,,24.0,7.0,1991,4
4884,1991-04-10,0.0,,24.0,8.0,1991,4
4885,1991-04-11,0.0,,24.0,8.0,1991,4
4886,1991-04-12,0.0,,23.0,13.0,1991,4
4887,1991-04-13,0.0,,24.0,7.0,1991,4
4888,1991-04-14,0.0,,24.0,8.0,1991,4
4889,1991-04-15,0.0,,25.0,5.0,1991,4
4890,1991-04-16,0.0,,22.0,5.0,1991,4
4891,1991-04-17,0.0,,22.0,10.0,1991,4
4892,1991-04-18,0.0,,24.0,9.0,1991,4
4893,1991-04-19,0.0,,23.0,8.0,1991,4
4894,1991-04-20,0.0,,24.0,10.0,1991,4
4895,1991-04-21,0.0,,27.0,11.0,1991,4
4896,1991-04-22,0.0,,23.0,13.0,1991,4
4897,1991-04-23,0.0,,22.0,9.0,1991,4
4898,1991-04-24,0.0,,22.0,9.0,1991,4
4899,1991-04-25,0.0,,22.0,7.0,1991,4
4900,1991-04-26,0.0,,23.0,9.0,1991,4
4901,1991-04-27,0.0,,22.0,8.0,1991,4
4902,1991-04-28,0.0,,29.0,10.0,1991,4
4903,1991-04-29,0.0,,26.0,9.0,1991,4
4904,1991-04-30,0.0,,24.0,11.0,1991,4
4905,1991-05-01,0.0,,23.0,8.0,1991,5
4906,1991-05-02,0.0,,25.0,9.0,1991,5
4907,1991-05-03,0.0,,22.0,7.0,1991,5
4908,1991-05-04,0.0,,26.0,6.0,1991,5
4909,1991-05-05,0.0,,29.0,14.0,1991,5
4910,1991-05-06,0.0,,30.0,15.0,1991,5
4911,1991-05-07,0.0,,33.0,10.0,1991,5
4912,1991-05-08,0.0,,24.0,11.0,1991,5
4913,1991-05-09,0.0,,24.0,11.0,1991,5
4914,1991-05-10,0.0,,23.0,12.0,1991,5
4915,1991-05-11,0.0,,24.0,8.0,1991,5
4916,1991-05-12,0.0,,28.0,10.0,1991,5
4917,1991-05-13,0.0,,26.0,8.0,1991,5
4918,1991-05-14,0.0,,27.0,9.0,1991,5
4919,1991-05-15,0.0,,25.0,8.0,1991,5
4920,1991-05-16,0.0,,24.0,9.0,1991,5
4921,1991-05-17,0.0,,25.0,10.0,1991,5
4922,1991-05-18,0.0,,25.0,11.0,1991,5
4923,1991-05-19,0.0,,25.0,10.0,1991,5
4924,1991-05-20,0.0,,25.0,14.0,1991,5
4925,1991-05-21,0.0,,23.0,19.0,1991,5
4926,1991-05-22,0.0,,26.0,10.0,1991,5
4927,1991-05-23,0.0,,25.0,10.0,1991,5
4928,1991-05-24,0.0,,28.0,11.0,1991,5
4929,1991-05-25,0.0,,29.0,10.0,1991,5
4930,1991-05-26,0.0,,27.0,13.0,1991,5
4931,1991-05-27,0.0,,26.0,15.0,1991,5
4932,1991-05-28,0.0,,26.0,16.0,1991,5
4933,1991-05-29,0.0,,26.0,11.0,1991,5
4934,1991-05-30,0.0,,28.0,11.0,1991,5
4935,1991-05-31,0.0,,29.0,13.0,1991,5
4936,1991-06-01,0.0,,24.0,10.0,1991,6
4937,1991-06-02,0.0,,26.0,11.0,1991,6
4938,1991-06-03,0.0,,28.0,10.0,1991,6
4939,1991-06-04,0.0,,27.0,11.0,1991,6
4940,1991-06-05,0.0,,28.0,15.0,1991,6
4941,1991-06-06,0.0,,29.0,13.0,1991,6
4942,1991-06-07,0.0,,29.0,12.0,1991,6
4943,1991-06-08,0.0,,30.0,13.0,1991,6
4944,1991-06-09,0.0,,28.0,14.0,1991,6
4945,1991-06-10,0.0,,29.0,13.0,1991,6
4946,1991-06-11,0.0,,29.0,14.0,1991,6
4947,1991-06-12,0.0,,28.0,19.0,1991,6
4948,1991-06-13,0.0,,28.0,22.0,1991,6
4949,1991-06-14,0.0,,27.0,15.0,1991,6
4950,1991-06-15,0.0,,28.0,13.0,1991,6
4951,1991-06-16,0.0,,29.0,15.0,1991,6
4952,1991-06-17,0.0,,30.0,15.0,1991,6
4953,1991-06-18,0.0,,31.0,16.0,1991,6
4954,1991-06-19,0.0,,32.0,15.0,1991,6
4955,1991-06-20,0.0,,31.0,16.0,1991,6
4956,1991-06-21,0.0,,31.0,13.0,1991,6
4957,1991-06-22,0.0,,31.0,12.0,1991,6
4958,1991-06-23,0.0,,30.0,17.0,1991,6
4959,1991-06-24,0.0,,34.0,14.0,1991,6
4960,1991-06-25,0.0,,34.0,19.0,1991,6
4961,1991-06-26,0.0,,30.0,14.0,1991,6
4962,1991-06-27,0.0,,31.0,18.0,1991,6
4963,1991-06-28,0.0,,32.0,19.0,1991,6
4964,1991-06-29,0.0,,37.0,21.0,1991,6
4965,1991-06-30,0.0,,36.0,23.0,1991,6
4966,1991-07-01,0.0,,33.0,24.0,1991,7
4967,1991-07-02,0.0,,30.0,25.0,1991,7
4968,1991-07-03,0.0,,30.0,24.0,1991,7
4969,1991-07-04,4.0,,30.0,22.0,1991,7
4970,1991-07-05,0.0,,30.0,23.0,1991,7
4971,1991-07-06,4.0,,30.0,21.0,1991,7
4972,1991-07-07,0.0,,34.0,20.0,1991,7
4973,1991-07-08,0.0,,31.0,22.0,1991,7
4974,1991-07-09,0.0,,31.0,19.0,1991,7
4975,1991-07-10,0.0,,30.0,21.0,1991,7
4976,1991-07-11,0.0,,31.0,22.0,1991,7
4977,1991-07-12,0.0,,31.0,22.0,1991,7
4978,1991-07-13,0.0,,31.0,21.0,1991,7
4979,1991-07-14,0.0,,32.0,21.0,1991,7
4980,1991-07-15,0.0,,32.0,22.0,1991,7
4981,1991-07-16,0.0,,33.0,23.0,1991,7
4982,1991-07-17,0.0,,33.0,24.0,1991,7
4983,1991-07-18,0.0,,30.0,26.0,1991,7
4984,1991-07-19,0.0,,30.0,25.0,1991,7
4985,1991-07-20,0.0,,30.0,22.0,1991,7
4986,1991-07-21,0.0,,30.0,19.0,1991,7
4987,1991-07-22,0.0,,31.0,21.0,1991,7
4988,1991-07-23,0.0,,31.0,21.0,1991,7
4989,1991-07-24,0.0,,32.0,22.0,1991,7
4990,1991-07-25,0.0,,31.0,22.0,1991,7
4991,1991-07-26,0.0,,31.0,24.0,1991,7
4992,1991-07-27,0.0,,32.0,22.0,1991,7
4993,1991-07-28,0.0,,32.0,25.0,1991,7
4994,1991-07-29,0.0,,31.0,24.0,1991,7
4995,1991-07-30,0.0,,31.0,20.0,1991,7
4996,1991-07-31,0.0,,34.0,21.0,1991,7
4997,1991-08-01,0.0,,34.0,23.0,1991,8
4998,1991-08-02,0.0,,34.0,22.0,1991,8
4999,1991-08-03,0.0,,34.0,22.0,1991,8
5000,1991-08-04,0.0,,34.0,23.0,1991,8
5001,1991-08-05,0.0,,33.0,19.0,1991,8
5002,1991-08-06,0.0,,32.0,20.0,1991,8
5003,1991-08-07,0.0,,32.0,22.0,1991,8
5004,1991-08-08,0.0,,33.0,22.0,1991,8
5005,1991-08-09,40.0,,32.0,23.0,1991,8
5006,1991-08-10,0.0,,26.0,21.0,1991,8
5007,1991-08-11,0.0,,31.0,22.0,1991,8
5008,1991-08-12,0.0,,33.0,24.0,1991,8
5009,1991-08-13,0.0,,36.0,26.0,1991,8
5010,1991-08-14,0.0,,34.0,28.0,1991,8
5011,1991-08-15,0.0,,33.0,25.0,1991,8
5012,1991-08-16,0.0,,34.0,24.0,1991,8
5013,1991-08-17,0.0,,34.0,24.0,1991,8
5014,1991-08-18,0.0,,32.0,27.0,1991,8
5015,1991-08-19,0.0,,32.0,22.0,1991,8
5016,1991-08-20,0.0,,34.0,24.0,1991,8
5017,1991-08-21,0.0,,33.0,22.0,1991,8
5018,1991-08-22,0.0,,31.0,24.0,1991,8
5019,1991-08-23,0.0,,34.0,24.0,1991,8
5020,1991-08-24,0.0,,34.0,26.0,1991,8
5021,1991-08-25,0.0,,33.0,24.0,1991,8
5022,1991-08-26,0.0,,31.0,26.0,1991,8
5023,1991-08-27,0.0,,31.0,24.0,1991,8
5024,1991-08-28,0.0,,34.0,24.0,1991,8
5025,1991-08-29,0.0,,32.0,24.0,1991,8
5026,1991-08-30,0.0,,33.0,23.0,1991,8
5027,1991-08-31,0.0,,34.0,24.0,1991,8
5028,1991-09-01,0.0,,34.0,24.0,1991,9
5029,1991-09-02,0.0,,32.0,27.0,1991,9
5030,1991-09-03,0.0,,34.0,24.0,1991,9
5031,1991-09-04,0.0,,37.0,26.0,1991,9
5032,1991-09-05,0.0,,35.0,26.0,1991,9
5033,1991-09-06,0.0,,34.0,25.0,1991,9
5034,1991-09-07,0.0,,32.0,24.0,1991,9
5035,1991-09-08,1.0,,33.0,22.0,1991,9
5036,1991-09-09,24.0,,29.0,25.0,1991,9
5037,1991-09-10,0.0,,29.0,20.0,1991,9
5038,1991-09-11,0.0,,30.0,21.0,1991,9
5039,1991-09-12,0.0,,31.0,21.0,1991,9
5040,1991-09-13,0.0,,30.0,21.0,1991,9
5041,1991-09-14,0.0,,30.0,21.0,1991,9
5042,1991-09-15,0.0,,32.0,20.0,1991,9
5043,1991-09-16,0.0,,32.0,17.0,1991,9
5044,1991-09-17,0.0,,34.0,19.0,1991,9
5045,1991-09-18,0.0,,30.0,19.0,1991,9
5046,1991-09-19,0.0,,31.0,20.0,1991,9
5047,1991-09-20,1.0,,29.0,22.0,1991,9
5048,1991-09-21,0.0,,29.0,21.0,1991,9
5049,1991-09-22,0.0,,31.0,21.0,1991,9
5050,1991-09-23,0.0,,33.0,22.0,1991,9
5051,1991-09-24,0.0,,34.0,22.0,1991,9
5052,1991-09-25,0.0,,32.0,21.0,1991,9
5053,1991-09-26,0.0,,33.0,21.0,1991,9
